"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL4215257";"";"0";"471.02";"0";"3.83";"47";"Cc1cc(Cn2c(N3CCNCC3)nc3c(N4CCC[C@H]4CN)cc(Cl)cc32)cc(C)c1F";"Activity";"";"";"";"";"";"Active";"";"";"";"";"";"0";"CHEMBL4201761";"Activation of SOS1 in human NCI-H727 cells expressing KRAS G12V mutant assessed as induction of ERK1/2 T202/Y204 phosphorylation at 1.5 to 100 uM (higher range) incubated for 30 mins by In-cell Western assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NCI-H727";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4196202";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4215951";"";"0";"386.90";"0";"4.66";"5";"Cc1cc2nc(NC3CCNCC3)n(Cc3ccc(F)c(Cl)c3)c2cc1C";"EC50";"'='";"37100.0";"nM";"4.43";"";"";"UO_0000065";"11.45";"0.22";"-0.23";"10.58";"0";"CHEMBL4201750";"Activation of human recombinant N-terminal His6-tagged SOS1 (564 to 1049 residues) expressed in BL21-RIL Escherichia coli assessed as SOS1-RAS complex formation by measuring exchange of GTP to BODIPY-GDP measured every 3 secs for 30 mins by nucleotide exchange assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4196202";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4208139";"";"0";"412.82";"0";"4.31";"25";"Fc1ccc(Cn2c(N3CCNCC3)nc3ccc(C(F)(F)F)cc32)cc1Cl";"Activity";"'='";"78.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4201751";"Activation of human recombinant N-terminal His6-tagged SOS1 (564 to 1049 residues) expressed in BL21-RIL Escherichia coli assessed as SOS1-RAS complex formation by measuring exchange of GTP to BODIPY-GDP measured every 3 secs for 30 mins by nucleotide exchange assay relative to control";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4196202";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4217185";"";"0";"464.98";"0";"4.67";"55";"Cc1cc(Cn2c(N3CCNCC3)nc3c(-c4cncnc4C)cc(Cl)cc32)cc(C)c1F";"EC50";"'='";"10200.0";"nM";"4.99";"";"";"UO_0000065";"10.73";"0.21";"0.32";"8.48";"0";"CHEMBL4201755";"Activation of SOS1 in human HeLa cells expressing wild type KRAS assessed as induction of ERK1/2 T202/Y204 phosphorylation incubated for 30 mins by In-cell Western assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4196202";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL1988909";"";"0";"438.44";"0";"3.48";"NSC-658497";"O=C1Oc2ccccc2C(=O)/C1=C/N1C(=O)/C(=C/c2ccc([N+](=O)[O-])cc2)SC1=S";"Inhibition";"";"";"%";"";"";"Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4421115";"Inhibition of SOS1 in human HeLa cells assessed as reduction in Akt phosphorylation at 20 to 40 uM pre-incubated for 2 hrs before EGF stimulation for 5 mins by Western blot analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4420078";"38";"Patent Bioactivity Data";"";"";"CHEMBL3308376";""
"CHEMBL4573129";"";"0";"403.91";"1";"5.93";"UC-857993";"O=C(O)c1cc2c3c(c1)C1C=CCC1C(c1ccccc1Cl)N3CC1CC=CC21";"Inhibition";"";"";"%";"";"";"Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4421135";"Inhibition of N-terminal 6x-His-tagged recombinant human SOS1 catalytic domain (residues 564 to 1049 residues) expressed in Escherichia coli BL21 (DE3) assessed as reduction in 50 nM SOS1-mediated GDP/GTP nucleotide exchange upon 2 uM N-terminal-GST-tagged H-Ras (1 to 166 residues) at 20 uM by BODIPY-FL-GDP dissociation assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4420078";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL1988909";"";"0";"438.44";"0";"3.48";"NSC-658497";"O=C1Oc2ccccc2C(=O)/C1=C/N1C(=O)/C(=C/c2ccc([N+](=O)[O-])cc2)SC1=S";"Activity";"";"";"";"";"";"Active";"";"";"";"";"";"0";"CHEMBL4421110";"Binding affinity to NT-647 cysteine-labeled and N-terminal 6x-His-tagged recombinant human SOS1 catalytic domain (residues 564 to 1049 residues) expressed in Escherichia coli BL21 (DE3) at 0.01 to 200 uM by microscale thermophoresis analysis";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4420078";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4557641";"";"0";"584.69";"2";"5.77";"I-353";"COc1cc2nc(C)nc(N[C@H](C)c3cc(N)cc(C(F)(F)F)c3)c2cc1[C@H]1CC[C@H](C(=O)N2CCN(C)CC2)CC1";"IC50";"'='";"2.0";"nM";"8.70";"";"";"UO_0000065";"14.88";"0.28";"2.93";"9.00";"0";"CHEMBL4421312";"Inhibition of GST-tagged SOS1 (564 to 1049 amino acids) (unknown origin) assessed as reduction SOS1/6xHis-Tev-tagged K-Ras G12D mutant (1 to 169 residues) interaction incubated for 30 mins by AlphaLISA method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4420081";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4444096";"";"0";"428.54";"0";"4.37";"I-218";"Cc1cccc([C@@H](C)Nc2nc(C)nc3ccc(-c4cnn(CC(=O)N(C)C)c4)cc23)c1";"IC50";"'='";"49.0";"nM";"7.31";"";"";"UO_0000065";"17.06";"0.31";"2.94";"9.63";"0";"CHEMBL4421312";"Inhibition of GST-tagged SOS1 (564 to 1049 amino acids) (unknown origin) assessed as reduction SOS1/6xHis-Tev-tagged K-Ras G12D mutant (1 to 169 residues) interaction incubated for 30 mins by AlphaLISA method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4420081";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4575386";"";"0";"483.49";"1";"5.09";"I-108";"COc1cc2nc(C)nc(N[C@H](C)c3cc(N)cc(C(F)(F)F)c3)c2cc1-c1ccc(=O)n(C)c1";"IC50";"'='";"8.0";"nM";"8.10";"";"";"UO_0000065";"16.75";"0.32";"3.01";"8.52";"0";"CHEMBL4421312";"Inhibition of GST-tagged SOS1 (564 to 1049 amino acids) (unknown origin) assessed as reduction SOS1/6xHis-Tev-tagged K-Ras G12D mutant (1 to 169 residues) interaction incubated for 30 mins by AlphaLISA method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4420081";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4177127";"";"0";"229.33";"0";"2.09";"2";"NC1CCN(Cc2c[nH]c3ccccc23)CC1";"EC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4137131";"Binding affinity to human recombinant N-terminal His6-tagged SOS1 (564 to 1049 residues) expressed in BL21-RIL Escherichia coli assessed as SOS1-RAS complex formation by measuring exchange of GTP to BODIPY-GDP measured every 3 secs for 30 mins by fluorescence polarization assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130625";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4168886";"";"0";"400.53";"0";"4.36";"4i";"O=C(CCc1c[nH]c2ccccc12)NC1CCN(Cc2c[nH]c3ccccc23)CC1";"Emax";"'='";"585.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4137130";"Binding affinity to human recombinant N-terminal His6-tagged SOS1 (564 to 1049 residues) expressed in BL21-RIL Escherichia coli assessed as SOS1-RAS complex formation by measuring exchange of GTP to BODIPY-GDP at 100 uM measured every 3 secs for 30 mins by fluorescence polarization assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130625";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4168133";"";"0";"510.47";"2";"5.09";"19";"N[C@@H](Cc1c[nH]c2cc(Cl)ccc12)C(=O)N1CCC2(CC1)CCN2Cc1c[nH]c2ccc(Cl)cc12";"FC";"'='";"1.8";"";"";"";"";"";"";"";"";"";"0";"CHEMBL4137128";"Activation of SOS1 in human HeLa cells assessed as effect on RAS-GTP levels by measuring ratio of total RAS level to RAS-GTP level at 3.1 uM after 30 mins by Western blot analysis relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130625";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4166502";"";"0";"285.39";"0";"2.66";"4a";"CCC(=O)NC1CCN(Cc2c[nH]c3ccccc23)CC1";"EC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4137131";"Binding affinity to human recombinant N-terminal His6-tagged SOS1 (564 to 1049 residues) expressed in BL21-RIL Escherichia coli assessed as SOS1-RAS complex formation by measuring exchange of GTP to BODIPY-GDP measured every 3 secs for 30 mins by fluorescence polarization assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130625";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4162049";"";"0";"464.01";"0";"4.26";"12e";"Cc1ccc2[nH]cc(C[C@H](N)C(=O)NC3CCN(Cc4c[nH]c5ccc(Cl)cc45)CC3)c2c1";"Emax";"'='";"104.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4137130";"Binding affinity to human recombinant N-terminal His6-tagged SOS1 (564 to 1049 residues) expressed in BL21-RIL Escherichia coli assessed as SOS1-RAS complex formation by measuring exchange of GTP to BODIPY-GDP at 100 uM measured every 3 secs for 30 mins by fluorescence polarization assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130625";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4165869";"";"0";"449.99";"0";"3.95";"7d";"N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NC1CCN(Cc2c[nH]c3ccc(Cl)cc23)CC1";"Emax";"'>'";"1000.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4137130";"Binding affinity to human recombinant N-terminal His6-tagged SOS1 (564 to 1049 residues) expressed in BL21-RIL Escherichia coli assessed as SOS1-RAS complex formation by measuring exchange of GTP to BODIPY-GDP at 100 uM measured every 3 secs for 30 mins by fluorescence polarization assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130625";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4177127";"";"0";"229.33";"0";"2.09";"2";"NC1CCN(Cc2c[nH]c3ccccc23)CC1";"Emax";"'='";"222.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4137130";"Binding affinity to human recombinant N-terminal His6-tagged SOS1 (564 to 1049 residues) expressed in BL21-RIL Escherichia coli assessed as SOS1-RAS complex formation by measuring exchange of GTP to BODIPY-GDP at 100 uM measured every 3 secs for 30 mins by fluorescence polarization assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130625";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4164266";"";"0";"462.00";"0";"3.91";"15e";"N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N1CCC2(CN(Cc3c[nH]c4ccc(Cl)cc34)C2)C1";"EC50";"'='";"4500.0";"nM";"5.35";"";"";"UO_0000065";"11.57";"0.22";"1.44";"6.59";"0";"CHEMBL4137131";"Binding affinity to human recombinant N-terminal His6-tagged SOS1 (564 to 1049 residues) expressed in BL21-RIL Escherichia coli assessed as SOS1-RAS complex formation by measuring exchange of GTP to BODIPY-GDP measured every 3 secs for 30 mins by fluorescence polarization assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130625";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4168133";"";"0";"510.47";"2";"5.09";"19";"N[C@@H](Cc1c[nH]c2cc(Cl)ccc12)C(=O)N1CCC2(CC1)CCN2Cc1c[nH]c2ccc(Cl)cc12";"FC";"'='";"4.2";"";"";"";"";"";"";"";"";"";"0";"CHEMBL4137125";"Activation of SOS1 in human HeLa cells assessed as effect on RAS-GTP levels by measuring ratio of total RAS level to RAS-GTP level at 50 uM after 30 mins by Western blot analysis relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130625";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4160864";"";"0";"476.02";"0";"4.30";"15c";"N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N1CCC2(CC1)CN(Cc1c[nH]c3ccc(Cl)cc13)C2";"FC";"'='";"2.5";"";"";"";"";"";"";"";"";"";"0";"CHEMBL4137123";"Activation of SOS1 in human HeLa cells assessed as effect on ERK1/2T202/Y204 phosphorylation levels by measuring ratio of total ERK1/2 level to pERK1/2T202/Y204 level at 12.5 uM after 30 mins by Western blot analysis relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130625";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4164690";"";"0";"496.44";"0";"4.42";"17";"N[C@@H](Cc1c[nH]c2cc(Cl)ccc12)C(=O)N1CC2CN(Cc3c[nH]c4ccc(Cl)cc34)CC2C1";"Activity";"";"";"";"";"";"Dose-dependent effect";"";"";"";"";"";"0";"CHEMBL4137133";"Activation of SOS1 in human HeLa cells assessed as increase in RAS-GTP levels after 30 mins by Western blot analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130625";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4168801";"";"0";"476.02";"0";"4.30";"15b";"N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N1CC2(CCN(Cc3c[nH]c4ccc(Cl)cc34)CC2)C1";"EC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4137131";"Binding affinity to human recombinant N-terminal His6-tagged SOS1 (564 to 1049 residues) expressed in BL21-RIL Escherichia coli assessed as SOS1-RAS complex formation by measuring exchange of GTP to BODIPY-GDP measured every 3 secs for 30 mins by fluorescence polarization assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130625";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4160162";"";"0";"480.01";"0";"3.96";"12a";"COc1ccc2[nH]cc(C[C@H](N)C(=O)NC3CCN(Cc4c[nH]c5ccc(Cl)cc45)CC3)c2c1";"EC50";"'='";"8500.0";"nM";"5.07";"";"";"UO_0000065";"10.56";"0.20";"1.11";"5.11";"0";"CHEMBL4137131";"Binding affinity to human recombinant N-terminal His6-tagged SOS1 (564 to 1049 residues) expressed in BL21-RIL Escherichia coli assessed as SOS1-RAS complex formation by measuring exchange of GTP to BODIPY-GDP measured every 3 secs for 30 mins by fluorescence polarization assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130625";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4165469";"";"0";"386.50";"0";"3.97";"4h";"O=C(Cc1c[nH]c2ccccc12)NC1CCN(Cc2c[nH]c3ccccc23)CC1";"EC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4137131";"Binding affinity to human recombinant N-terminal His6-tagged SOS1 (564 to 1049 residues) expressed in BL21-RIL Escherichia coli assessed as SOS1-RAS complex formation by measuring exchange of GTP to BODIPY-GDP measured every 3 secs for 30 mins by fluorescence polarization assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130625";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4172148";"";"0";"462.00";"0";"3.76";"15d";"N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N1CC2CN(Cc3c[nH]c4ccc(Cl)cc34)CC2C1";"Emax";"'='";"76.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4137130";"Binding affinity to human recombinant N-terminal His6-tagged SOS1 (564 to 1049 residues) expressed in BL21-RIL Escherichia coli assessed as SOS1-RAS complex formation by measuring exchange of GTP to BODIPY-GDP at 100 uM measured every 3 secs for 30 mins by fluorescence polarization assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130625";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4160864";"";"0";"476.02";"0";"4.30";"15c";"N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N1CCC2(CC1)CN(Cc1c[nH]c3ccc(Cl)cc13)C2";"Emax";"'='";"35.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4137130";"Binding affinity to human recombinant N-terminal His6-tagged SOS1 (564 to 1049 residues) expressed in BL21-RIL Escherichia coli assessed as SOS1-RAS complex formation by measuring exchange of GTP to BODIPY-GDP at 100 uM measured every 3 secs for 30 mins by fluorescence polarization assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130625";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4167713";"";"0";"484.43";"0";"4.61";"12g";"N[C@@H](Cc1c[nH]c2ccc(Cl)cc12)C(=O)NC1CCN(Cc2c[nH]c3ccc(Cl)cc23)CC1";"Emax";"'='";"87.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4137130";"Binding affinity to human recombinant N-terminal His6-tagged SOS1 (564 to 1049 residues) expressed in BL21-RIL Escherichia coli assessed as SOS1-RAS complex formation by measuring exchange of GTP to BODIPY-GDP at 100 uM measured every 3 secs for 30 mins by fluorescence polarization assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130625";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4160162";"";"0";"480.01";"0";"3.96";"12a";"COc1ccc2[nH]cc(C[C@H](N)C(=O)NC3CCN(Cc4c[nH]c5ccc(Cl)cc45)CC3)c2c1";"Emax";"'='";"105.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4137130";"Binding affinity to human recombinant N-terminal His6-tagged SOS1 (564 to 1049 residues) expressed in BL21-RIL Escherichia coli assessed as SOS1-RAS complex formation by measuring exchange of GTP to BODIPY-GDP at 100 uM measured every 3 secs for 30 mins by fluorescence polarization assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130625";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4172691";"";"0";"415.54";"0";"3.30";"4k";"N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NC1CCN(Cc2c[nH]c3ccccc23)CC1";"Emax";"'='";"641.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4137130";"Binding affinity to human recombinant N-terminal His6-tagged SOS1 (564 to 1049 residues) expressed in BL21-RIL Escherichia coli assessed as SOS1-RAS complex formation by measuring exchange of GTP to BODIPY-GDP at 100 uM measured every 3 secs for 30 mins by fluorescence polarization assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130625";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4169930";"";"0";"286.38";"0";"1.21";"4c";"NCC(=O)NC1CCN(Cc2c[nH]c3ccccc23)CC1";"Emax";"'='";"225.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4137130";"Binding affinity to human recombinant N-terminal His6-tagged SOS1 (564 to 1049 residues) expressed in BL21-RIL Escherichia coli assessed as SOS1-RAS complex formation by measuring exchange of GTP to BODIPY-GDP at 100 uM measured every 3 secs for 30 mins by fluorescence polarization assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130625";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4168133";"";"0";"510.47";"2";"5.09";"19";"N[C@@H](Cc1c[nH]c2cc(Cl)ccc12)C(=O)N1CCC2(CC1)CCN2Cc1c[nH]c2ccc(Cl)cc12";"EC50";"'='";"800.0";"nM";"6.10";"";"";"UO_0000065";"11.94";"0.24";"1.01";"7.51";"0";"CHEMBL4137131";"Binding affinity to human recombinant N-terminal His6-tagged SOS1 (564 to 1049 residues) expressed in BL21-RIL Escherichia coli assessed as SOS1-RAS complex formation by measuring exchange of GTP to BODIPY-GDP measured every 3 secs for 30 mins by fluorescence polarization assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130625";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4160864";"";"0";"476.02";"0";"4.30";"15c";"N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N1CCC2(CC1)CN(Cc1c[nH]c3ccc(Cl)cc13)C2";"FC";"'='";"1.4";"";"";"";"";"";"";"";"";"";"0";"CHEMBL4137124";"Activation of SOS1 in human HeLa cells assessed as effect on ERK1/2T202/Y204 phosphorylation levels by measuring ratio of total ERK1/2 level to pERK1/2T202/Y204 level at 3.1 uM after 30 mins by Western blot analysis relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130625";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4633830";"";"0";"251.72";"0";"1.89";"F-6";"Clc1ccc2nc(CN3CCNCC3)oc2c1";"Kd";"'='";"1900000.0";"nM";"2.72";"";"";"UO_0000065";"10.81";"0.22";"0.83";"6.59";"0";"CHEMBL4621788";"Binding affinity to IVLM methyl-labeled SOS1 catalytic domain (566 to 1046 residues) (unknown origin) by 1H-13C HMQC NMR analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4619787";"1";"Scientific Literature";"J Med Chem";"2020";"None";""
